"# Program:featureCounts v1.6.4; Command:""featureCounts"" ""-a"" ""Pflu55.saf.txt"" ""-F"" ""SAF"" ""-t"" ""GeneID"" ""--read2pos"" ""5"" ""-o"" ""Mark22_counts.txt"" ""YL37_1.sam"" ""YL37_2.sam"" ""YL37_3.sam"" ""GM103_1.sam"" ""GM103_2.sam"" ""GM103_3.sam"" ""YL57_1.sam"" ""YL57_2.sam"" ""YL57_3.sam"" "																												
																												
Geneid	Chr	Start	End	Strand	Length	YL37_1.sam	YL37_2.sam	YL37_3.sam	GM103_1.sam	GM103_2.sam	GM103_3.sam	YL57_1.sam	YL57_2.sam	YL57_3.sam	YL37_1.norm	YL37_2.norm	YL37_3.norm	GM103_1.norm	GM103_2.norm	GM103_3.norm	YL57_1.norm	YL57_2.norm	YL57_3.norm	log2FC 57vs37	log2FC 103vs37	#Orf	Name	Desc
33931E_Pfluorescens55_02653	1	2898448	2899449	-	1002	401	808	335	425	1016	513	170	358	632	113.9204545	285.5123675	191.4285714	149.6478873	280.6629834	172.147651	68.5483871	179	246.875	-0.25707275	0.028042181	33931E_Pfluorescens55_02653	dhaK-2	PTS-dependent dihydroxyacetone kinase 2%2C dihydroxyacetone-binding subunit DhaK
33931E_Pfluorescens55_01443	1	1608705	1609712	+	1008	563	438	268	203	467	200	208	352	337	159.9431818	154.770318	153.1428571	71.47887324	129.0055249	67.11409396	83.87096774	176	131.640625	-0.257010629	-0.80599567	33931E_Pfluorescens55_01443		hypothetical protein
33931E_Pfluorescens55_04958	1	5412890	5413189	+	300	149	99	33	148	233	79	105	63	17	42.32954545	34.98233216	18.85714286	52.11267606	64.36464088	26.51006711	42.33870968	31.5	6.640625	-0.256953846	0.572243732	33931E_Pfluorescens55_04958	pchB_2	Isochorismate pyruvate lyase
33931E_Pfluorescens55_00151	1	166388	166870	-	483	344	399	149	467	299	499	320	188	123	97.72727273	140.9893993	85.14285714	164.4366197	82.59668508	167.4496644	129.0322581	94	48.046875	-0.256654132	0.35594463	33931E_Pfluorescens55_00151	lrp_2	Leucine-responsive regulatory protein
33931E_Pfluorescens55_03501	1	3833228	3834607	-	1380	626	590	230	703	271	606	381	271	370	177.8409091	208.4805654	131.4285714	247.5352113	74.86187845	203.3557047	153.6290323	135.5	144.53125	-0.25569046	0.022128837	33931E_Pfluorescens55_03501	dmoA_2	Dimethyl-sulfide monooxygenase
33931E_Pfluorescens55_02674	1	2916475	2918970	-	2496	1773	1313	1065	1295	1377	1066	1452	695	992	503.6931818	463.9575972	608.5714286	455.9859155	380.3867403	357.7181208	585.483871	347.5	387.5	-0.255404253	-0.400558416	33931E_Pfluorescens55_02674	rcsC_9	Sensor histidine kinase RcsC
33931E_Pfluorescens55_04396	1	4806410	4807411	-	1002	954	675	588	803	1017	889	674	549	415	271.0227273	238.5159011	336	282.7464789	280.9392265	298.3221477	271.7741935	274.5	162.109375	-0.255339917	0.027830347	33931E_Pfluorescens55_04396		hypothetical protein
33931E_Pfluorescens55_04229	1	4621417	4623867	+	2451	2191	2684	1624	2721	2866	2988	1682	1462	1752	622.4431818	948.409894	928	958.0985915	791.7127072	1002.684564	678.2258065	731	684.375	-0.255279693	0.139474317	33931E_Pfluorescens55_04229	copA_4	Probable copper-importing P-type ATPase A
33931E_Pfluorescens55_01557	1	1730227	1730436	-	210	8	13	12	0	28	2	0	23	0	2.272727273	4.593639576	6.857142857	0	7.73480663	0.67114094	0	11.5	0	-0.255015628	-0.707167126	33931E_Pfluorescens55_01557	capB_1	Cold shock protein CapB
33931E_Pfluorescens55_02894	1	3176066	3177244	-	1179	540	607	252	171	287	514	192	411	374	153.4090909	214.4876325	144	60.21126761	79.28176796	172.4832215	77.41935484	205.5	146.09375	-0.254831054	-0.714416535	33931E_Pfluorescens55_02894	mycG	Mycinamicin IV hydroxylase/epoxidase
33931E_Pfluorescens55_04666	1	5087558	5088985	+	1428	836	624	603	695	954	699	334	365	910	237.5	220.4946996	344.5714286	244.7183099	263.5359116	234.5637584	134.6774194	182.5	355.46875	-0.254772463	-0.111611533	33931E_Pfluorescens55_04666		hypothetical protein
33931E_Pfluorescens55_05005	1	5466986	5467555	-	570	719	386	316	335	326	683	311	266	457	204.2613636	136.3957597	180.5714286	117.9577465	90.05524862	229.1946309	125.4032258	133	178.515625	-0.254550762	-0.253597549	33931E_Pfluorescens55_05005		hypothetical protein
33931E_Pfluorescens55_01632	1	1810632	1812134	-	1503	741	793	468	653	979	323	299	561	601	210.5113636	280.2120141	267.4285714	229.9295775	270.441989	108.3892617	120.5645161	280.5	234.765625	-0.253845615	-0.316611494	33931E_Pfluorescens55_01632		hypothetical protein
33931E_Pfluorescens55_00885	1	1010242	1011168	-	927	673	841	291	609	744	291	357	368	566	191.1931818	297.1731449	166.2857143	214.4366197	205.5248619	97.65100671	143.9516129	184	221.09375	-0.253802941	-0.338855867	33931E_Pfluorescens55_00885	dctD_2	C4-dicarboxylate transport transcriptional regulatory protein DctD
33931E_Pfluorescens55_04669	1	5091398	5092528	+	1131	1185	777	635	497	1578	574	620	513	795	336.6477273	274.5583039	362.8571429	175	435.9116022	192.6174497	250	256.5	310.546875	-0.253596493	-0.277665157	33931E_Pfluorescens55_04669	mexA_3	Multidrug resistance protein MexA
33931E_Pfluorescens55_03695	1	4050216	4051871	+	1656	1151	841	362	792	1039	975	450	301	935	326.9886364	297.1731449	206.8571429	278.8732394	287.0165746	327.1812081	181.4516129	150.5	365.234375	-0.253337756	0.103893581	33931E_Pfluorescens55_03695	arnT_3	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
33931E_Pfluorescens55_00790	1	908206	909399	-	1194	442	357	586	291	525	639	253	439	437	125.5681818	126.1484099	334.8571429	102.4647887	145.0276243	214.4295302	102.016129	219.5	170.703125	-0.253011379	-0.34466339	33931E_Pfluorescens55_00790		hypothetical protein
33931E_Pfluorescens55_00388	1	436525	437190	-	666	567	402	307	238	638	403	113	409	388	161.0795455	142.04947	175.4285714	83.8028169	176.2430939	135.2348993	45.56451613	204.5	151.5625	-0.252836223	-0.275814623	33931E_Pfluorescens55_00388	yecS_1	L-cystine transport system permease protein YecS
33931E_Pfluorescens55_03641	1	3991419	3993359	-	1941	670	662	526	280	816	811	571	394	464	190.3409091	233.9222615	300.5714286	98.5915493	225.4143646	272.147651	230.2419355	197	181.25	-0.25241368	-0.281967816	33931E_Pfluorescens55_03641	rcsC_21	Sensor histidine kinase RcsC
33931E_Pfluorescens55_02812	1	3089422	3090636	-	1215	1280	1058	777	581	1139	1120	755	793	745	363.6363636	373.8515901	444	204.5774648	314.640884	375.8389262	304.4354839	396.5	291.015625	-0.252264	-0.400553011	33931E_Pfluorescens55_02812	ribZ_1	Riboflavin transporter RibZ
33931E_Pfluorescens55_05175	1	5629718	5631136	+	1419	2865	2793	1247	2376	2262	2086	1883	1079	2079	813.9204545	986.9257951	712.5714286	836.6197183	624.8618785	700	759.2741935	539.5	812.109375	-0.251803432	-0.217629884	33931E_Pfluorescens55_05175		hypothetical protein
33931E_Pfluorescens55_04305	1	4710723	4712183	+	1461	1417	960	707	1392	1558	1291	524	532	1243	402.5568182	339.2226148	404	490.1408451	430.3867403	433.2214765	211.2903226	266	485.546875	-0.250965562	0.240630992	33931E_Pfluorescens55_04305		hypothetical protein
33931E_Pfluorescens55_00036	1	33480	34223	+	744	717	662	315	930	954	815	225	452	518	203.6931818	233.9222615	180	327.4647887	263.5359116	273.4899329	90.72580645	226	202.34375	-0.250780951	0.485141505	33931E_Pfluorescens55_00036		hypothetical protein
33931E_Pfluorescens55_01717	1	1901314	1902540	-	1227	699	665	535	722	916	676	371	753	244	198.5795455	234.9823322	305.7142857	254.2253521	253.038674	226.8456376	149.5967742	376.5	95.3125	-0.250569624	-0.010117803	33931E_Pfluorescens55_01717	nepI_1	Purine ribonucleoside efflux pump NepI
33931E_Pfluorescens55_01084	1	1206677	1208218	+	1542	204	316	265	458	570	788	174	241	203	57.95454545	111.6607774	151.4285714	161.2676056	157.4585635	264.4295302	70.16129032	120.5	79.296875	-0.250034707	0.861110565	33931E_Pfluorescens55_01084	phoD_1	Alkaline phosphatase D
33931E_Pfluorescens55_03935	1	4283075	4283740	+	666	597	540	396	303	1167	270	290	460	375	169.6022727	190.8127208	226.2857143	106.6901408	322.3756906	90.60402685	116.9354839	230	146.484375	-0.249808951	-0.17502935	33931E_Pfluorescens55_03935	rraA	Regulator of ribonuclease activity A
33931E_Pfluorescens55_02085	1	2288206	2290080	+	1875	1259	1084	502	865	1080	1043	678	499	875	357.6704545	383.0388693	286.8571429	304.5774648	298.3425414	350	273.3870968	249.5	341.796875	-0.248986863	-0.1088047	33931E_Pfluorescens55_02085	lplT	Lysophospholipid transporter LplT
33931E_Pfluorescens55_00857	1	984554	988852	+	4299	2121	1951	1359	2453	2445	1957	1102	1529	1362	602.5568182	689.3992933	776.5714286	863.7323944	675.4143646	656.7114094	444.3548387	764.5	532.03125	-0.248782359	0.086180707	33931E_Pfluorescens55_00857		hypothetical protein
33931E_Pfluorescens55_00795	1	912590	914272	-	1683	1991	1430	605	1676	1788	1208	904	891	979	565.625	505.3003534	345.7142857	590.1408451	493.9226519	405.3691275	364.516129	445.5	382.421875	-0.248558555	0.072290048	33931E_Pfluorescens55_00795	hxuB	Heme/hemopexin transporter protein HuxB
33931E_Pfluorescens55_04527	1	4940282	4940821	-	540	349	372	178	342	138	296	403	30	262	99.14772727	131.4487633	101.7142857	120.4225352	38.12154696	99.32885906	162.5	15	102.34375	-0.247911551	-0.36587268	33931E_Pfluorescens55_04527	def_2	Peptide deformylase
33931E_Pfluorescens55_04970	1	5427907	5429274	-	1368	945	579	574	574	688	837	608	343	661	268.4659091	204.5936396	328	202.1126761	190.0552486	280.8724832	245.1612903	171.5	258.203125	-0.247311808	-0.251216369	33931E_Pfluorescens55_04970	radA	DNA repair protein RadA
33931E_Pfluorescens55_00249	1	271448	273589	+	2142	2147	1603	1022	1128	1758	1873	1576	1094	770	609.9431818	566.4310954	584	397.1830986	485.6353591	628.5234899	635.483871	547	300.78125	-0.247105706	-0.220052083	33931E_Pfluorescens55_00249	katE	Catalase HPII
33931E_Pfluorescens55_03180	1	3492898	3493788	-	891	565	311	255	231	373	211	314	241	265	160.5113636	109.8939929	145.7142857	81.33802817	103.038674	70.80536913	126.6129032	120.5	103.515625	-0.247055007	-0.705471419	33931E_Pfluorescens55_03180		hypothetical protein
33931E_Pfluorescens55_02444	1	2639093	2640829	-	1737	841	660	362	498	497	634	484	230	671	238.9204545	233.2155477	206.8571429	175.3521127	137.2928177	212.7516779	195.1612903	115	262.109375	-0.246699354	-0.369990123	33931E_Pfluorescens55_02444	araC_1	L-arabonate dehydratase
33931E_Pfluorescens55_03765	1	4120972	4121685	-	714	513	313	250	164	232	261	225	323	216	145.7386364	110.6007067	142.8571429	57.74647887	64.08839779	87.58389262	90.72580645	161.5	84.375	-0.246060388	-0.93070827	33931E_Pfluorescens55_03765	cpxR_1	Transcriptional regulatory protein CpxR
33931E_Pfluorescens55_03962	1	4315430	4320028	+	4599	2808	2284	1451	2563	2118	1687	1834	1190	1838	797.7272727	807.0671378	829.1428571	902.4647887	585.0828729	566.1073826	739.516129	595	717.96875	-0.245920391	-0.245098114	33931E_Pfluorescens55_03962		hypothetical protein
33931E_Pfluorescens55_00321	1	356099	356278	+	180	5	29	52	125	43	65	32	44	0	1.420454545	10.24734982	29.71428571	44.01408451	11.87845304	21.81208054	12.90322581	22	0	-0.245646135	0.908993829	33931E_Pfluorescens55_00321		hypothetical protein
33931E_Pfluorescens55_00129	1	144466	145137	+	672	1894	898	644	836	1538	1368	939	876	551	538.0681818	317.3144876	368	294.3661972	424.8618785	459.0604027	378.6290323	438	215.234375	-0.245623737	-0.054182949	33931E_Pfluorescens55_00129	znuC_1	High-affinity zinc uptake system ATP-binding protein ZnuC
33931E_Pfluorescens55_01772	1	1955736	1956674	-	939	795	490	441	1138	1106	558	273	550	420	225.8522727	173.1448763	252	400.7042254	305.5248619	187.2483221	110.0806452	275	164.0625	-0.24546896	0.456780027	33931E_Pfluorescens55_01772	gltR_1	HTH-type transcriptional regulator GltR
33931E_Pfluorescens55_01927	1	2129876	2130157	+	282	311	139	78	493	381	212	45	89	233	88.35227273	49.11660777	44.57142857	173.5915493	105.2486188	71.1409396	18.14516129	44.5	91.015625	-0.2445089	0.943019105	33931E_Pfluorescens55_01927		hypothetical protein
33931E_Pfluorescens55_04930	1	5381623	5382027	-	405	0	3	67	0	1	2	33	25	19	0	1.060070671	38.28571429	0	0.276243094	0.67114094	13.30645161	12.5	7.421875	-0.24379545	-5.376115922	33931E_Pfluorescens55_04930	fur	Ferric uptake regulation protein
33931E_Pfluorescens55_03705	1	4062153	4062923	+	771	393	85	164	208	84	144	200	70	213	111.6477273	30.03533569	93.71428571	73.23943662	23.20441989	48.32214765	80.64516129	35	83.203125	-0.243429942	-0.701375221	33931E_Pfluorescens55_03705	hpcE_2	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
33931E_Pfluorescens55_03258	1	3576374	3578890	-	2517	1198	1575	756	796	1209	1136	1025	878	692	340.3409091	556.5371025	432	280.2816901	333.9779006	381.2080537	413.3064516	439	270.3125	-0.243340354	-0.416762344	33931E_Pfluorescens55_03258	uvrA_1	UvrABC system protein A
33931E_Pfluorescens55_00772	1	885667	887010	-	1344	665	907	416	653	932	982	781	372	334	188.9204545	320.4946996	237.7142857	229.9295775	257.4585635	329.5302013	314.9193548	186	130.46875	-0.24283113	0.128833665	33931E_Pfluorescens55_00772	dinF	DNA damage-inducible protein F
33931E_Pfluorescens55_01247	1	1378478	1379662	-	1185	282	546	67	588	343	653	327	243	25	80.11363636	192.9328622	38.28571429	207.0422535	94.75138122	219.1275168	131.8548387	121.5	9.765625	-0.242731401	0.742610161	33931E_Pfluorescens55_01247	algJ	Probable alginate O-acetylase AlgJ
33931E_Pfluorescens55_05583	1	6061929	6063311	+	1383	1952	1230	931	1474	1847	2016	770	736	1555	554.5454545	434.6289753	532	519.0140845	510.2209945	676.5100671	310.483871	368	607.421875	-0.242400693	0.165216518	33931E_Pfluorescens55_05583		hypothetical protein
33931E_Pfluorescens55_02748	1	3002074	3007191	-	5118	3038	2913	1560	1571	3307	2197	2271	2072	1028	863.0681818	1029.328622	891.4285714	553.1690141	913.5359116	737.2483221	915.7258065	1036	401.5625	-0.242390637	-0.336975096	33931E_Pfluorescens55_02748		hypothetical protein
33931E_Pfluorescens55_03227	1	3544747	3545901	+	1155	529	390	121	90	150	277	326	170	219	150.2840909	137.8091873	69.14285714	31.69014085	41.43646409	92.95302013	131.4516129	85	85.546875	-0.242336694	-1.105002928	33931E_Pfluorescens55_03227		hypothetical protein
33931E_Pfluorescens55_02787	1	3047220	3048050	-	831	461	349	184	106	222	217	281	86	378	130.9659091	123.3215548	105.1428571	37.32394366	61.32596685	72.81879195	113.3064516	43	147.65625	-0.241817812	-1.067766847	33931E_Pfluorescens55_02787	sugB_1	Trehalose transport system permease protein SugB
33931E_Pfluorescens55_03830	1	4184037	4184261	+	225	137	67	139	86	235	126	137	11	152	38.92045455	23.67491166	79.42857143	30.28169014	64.91712707	42.28187919	55.24193548	5.5	59.375	-0.241694538	-0.046905047	33931E_Pfluorescens55_03830		hypothetical protein
33931E_Pfluorescens55_00458	1	517771	518694	+	924	1635	1083	513	1165	1118	1214	633	882	687	464.4886364	382.6855124	293.1428571	410.2112676	308.839779	407.3825503	255.2419355	441	268.359375	-0.241430271	-0.017672677	33931E_Pfluorescens55_00458		hypothetical protein
33931E_Pfluorescens55_04892	1	5334346	5337300	+	2955	6349	5367	3253	6164	6372	5772	3876	3027	4165	1803.693182	1896.466431	1858.857143	2170.422535	1760.220994	1936.912752	1562.903226	1513.5	1626.953125	-0.241139088	0.077930044	33931E_Pfluorescens55_04892	sasA_20	Adaptive-response sensory-kinase SasA
33931E_Pfluorescens55_04304	1	4706846	4710172	+	3327	3932	4074	2351	2759	4268	3134	3203	2266	2242	1117.045455	1439.575972	1343.428571	971.4788732	1179.005525	1051.677852	1291.532258	1133	875.78125	-0.240889542	-0.284446209	33931E_Pfluorescens55_04304	rep_3	ATP-dependent DNA helicase Rep
33931E_Pfluorescens55_00317	1	353098	353343	+	246	120	205	43	333	169	287	17	84	159	34.09090909	72.43816254	24.57142857	117.2535211	46.68508287	96.30872483	6.85483871	42	62.109375	-0.240578712	0.989210166	33931E_Pfluorescens55_00317		hypothetical protein
33931E_Pfluorescens55_03003	1	3283823	3284788	-	966	223	464	154	288	445	752	308	126	204	63.35227273	163.9575972	88	101.4084507	122.9281768	252.3489933	124.1935484	63	79.6875	-0.240573469	0.596267777	33931E_Pfluorescens55_03003	pstC	Phosphate transport system permease protein PstC
33931E_Pfluorescens55_05255	1	5716358	5718535	+	2178	2417	2470	1456	2404	2640	2824	2034	1194	1554	686.6477273	872.7915194	832	846.4788732	729.281768	947.6510067	820.1612903	597	607.03125	-0.240532616	0.077496434	33931E_Pfluorescens55_05255	glcB	Malate synthase G
33931E_Pfluorescens55_04855	1	5289881	5290768	-	888	513	630	193	531	647	520	255	236	472	145.7386364	222.614841	110.2857143	186.971831	178.7292818	174.4966443	102.8225806	118	184.375	-0.240312971	0.174549118	33931E_Pfluorescens55_04855	mmsB	3-hydroxyisobutyrate dehydrogenase
33931E_Pfluorescens55_00465	1	525947	526180	-	234	310	264	229	256	263	348	106	219	287	88.06818182	93.28621908	130.8571429	90.14084507	72.6519337	116.7785235	42.74193548	109.5	112.109375	-0.240067402	-0.159307604	33931E_Pfluorescens55_00465		hypothetical protein
33931E_Pfluorescens55_02793	1	3059720	3060220	+	501	307	450	611	414	459	596	439	374	359	87.21590909	159.0106007	349.1428571	145.7746479	126.7955801	200	177.016129	187	140.234375	-0.239644373	-0.333256252	33931E_Pfluorescens55_02793	tpx	Thiol peroxidase
33931E_Pfluorescens55_02023	1	2224085	2225299	+	1215	1389	809	293	566	988	948	383	613	659	394.6022727	285.8657244	167.4285714	199.2957746	272.9281768	318.1208054	154.4354839	306.5	257.421875	-0.239186572	-0.101406177	33931E_Pfluorescens55_02023	sucC	Succinate--CoA ligase [ADP-forming] subunit beta
33931E_Pfluorescens55_00275	1	299973	301004	-	1032	747	544	485	450	1426	653	665	340	357	212.2159091	192.2261484	277.1428571	158.4507042	393.9226519	219.1275168	268.1451613	170	139.453125	-0.238826943	0.178774384	33931E_Pfluorescens55_00275		hypothetical protein
33931E_Pfluorescens55_03678	1	4030978	4031841	+	864	126	107	108	177	381	173	128	98	36	35.79545455	37.80918728	61.71428571	62.32394366	105.2486188	58.05369128	51.61290323	49	14.0625	-0.238807668	0.7375713	33931E_Pfluorescens55_03678	hdfR_3	HTH-type transcriptional regulator HdfR
33931E_Pfluorescens55_01736	1	1920214	1921401	-	1188	984	1074	677	1151	961	902	860	695	492	279.5454545	379.5053004	386.8571429	405.2816901	265.4696133	302.6845638	346.7741935	347.5	192.1875	-0.238625619	-0.103597976	33931E_Pfluorescens55_01736	yycB_3	Uncharacterized transporter YycB
33931E_Pfluorescens55_04281	1	4680018	4680362	-	345	242	191	111	246	285	175	144	174	62	68.75	67.49116608	63.42857143	86.61971831	78.72928177	58.72483221	58.06451613	87	24.21875	-0.238176323	0.166358488	33931E_Pfluorescens55_04281		hypothetical protein
33931E_Pfluorescens55_02277	1	2462134	2465697	+	3564	4058	3211	2190	3112	3379	2950	2424	2338	2187	1152.840909	1134.628975	1251.428571	1095.774648	933.4254144	989.9328859	977.4193548	1169	854.296875	-0.237993473	-0.229166078	33931E_Pfluorescens55_02277		hypothetical protein
33931E_Pfluorescens55_02699	1	2947929	2948486	+	558	535	490	314	110	470	241	489	335	162	151.9886364	173.1448763	179.4285714	38.73239437	129.8342541	80.87248322	197.1774194	167.5	63.28125	-0.237560324	-1.016343986	33931E_Pfluorescens55_02699	chrR	Quinone reductase
33931E_Pfluorescens55_03687	1	4040833	4041933	+	1101	484	424	240	374	540	287	249	178	437	137.5	149.8233216	137.1428571	131.6901408	149.1712707	96.30872483	100.4032258	89	170.703125	-0.237226562	-0.170434154	33931E_Pfluorescens55_03687		hypothetical protein
33931E_Pfluorescens55_03032	1	3317519	3318580	-	1062	1225	590	158	494	1007	483	523	507	216	348.0113636	208.4805654	90.28571429	173.943662	278.1767956	162.0805369	210.8870968	253.5	84.375	-0.237088974	-0.074558963	33931E_Pfluorescens55_03032		hypothetical protein
33931E_Pfluorescens55_00288	1	314486	315607	-	1122	2031	1271	841	1134	1744	1219	882	808	1328	576.9886364	449.1166078	480.5714286	399.2957746	481.7679558	409.0604027	355.6451613	404	518.75	-0.237036	-0.223859968	33931E_Pfluorescens55_00288	pntAA	NAD(P) transhydrogenase subunit alpha part 1
33931E_Pfluorescens55_00733	1	834617	835315	-	699	111	168	77	185	118	21	21	162	64	31.53409091	59.3639576	44	65.14084507	32.59668508	7.046979866	8.467741935	81	25	-0.236928387	-0.364444014	33931E_Pfluorescens55_00733	livF_2	High-affinity branched-chain amino acid transport ATP-binding protein LivF
33931E_Pfluorescens55_02708	1	2956101	2959811	-	3711	2581	2077	1309	1614	1954	1798	1255	1169	2021	733.2386364	733.9222615	748	568.3098592	539.7790055	603.3557047	506.0483871	584.5	789.453125	-0.23667767	-0.372196926	33931E_Pfluorescens55_02708	metH	Methionine synthase
33931E_Pfluorescens55_03183	1	3498009	3499001	-	993	763	561	288	376	631	591	495	412	221	216.7613636	198.2332155	164.5714286	132.3943662	174.3093923	198.3221477	199.5967742	206	86.328125	-0.236534901	-0.198615586	33931E_Pfluorescens55_03183		47 kDa outer membrane protein
33931E_Pfluorescens55_04174	1	4558589	4560295	-	1707	1954	1731	908	727	2249	1849	1398	1038	891	555.1136364	611.6607774	518.8571429	255.9859155	621.2707182	620.4697987	563.7096774	519	348.046875	-0.236511014	-0.170515096	33931E_Pfluorescens55_04174	copA_3	Copper resistance protein A
33931E_Pfluorescens55_02069	1	2273188	2273916	-	729	257	293	37	211	173	360	153	146	85	73.01136364	103.5335689	21.14285714	74.29577465	47.79005525	120.8053691	61.69354839	73	33.203125	-0.235650119	0.297086451	33931E_Pfluorescens55_02069		hypothetical protein
33931E_Pfluorescens55_01476	1	1641905	1643527	+	1623	962	782	401	1012	1377	828	483	551	491	273.2954545	276.3250883	229.1428571	356.3380282	380.3867403	277.852349	194.7580645	275.5	191.796875	-0.234234141	0.38162154	33931E_Pfluorescens55_01476		hypothetical protein
33931E_Pfluorescens55_01773	1	1956851	1957591	+	741	918	1038	326	778	1007	684	718	274	680	260.7954545	366.7844523	186.2857143	273.943662	278.1767956	229.5302013	289.516129	137	265.625	-0.233724372	-0.058266636	33931E_Pfluorescens55_01773		UPF0271 protein PA4511
33931E_Pfluorescens55_05446	1	5920660	5921316	+	657	885	216	80	389	417	355	229	100	449	251.4204545	76.32508834	45.71428571	136.971831	115.1933702	119.1275168	92.33870968	50	175.390625	-0.233154773	-0.008396047	33931E_Pfluorescens55_05446		Probable phosphatase Rv3661
33931E_Pfluorescens55_05449	1	5922352	5923866	-	1515	1384	1406	936	1129	1364	1026	1111	717	1040	393.1818182	496.819788	534.8571429	397.5352113	376.7955801	344.295302	447.983871	358.5	406.25	-0.232555915	-0.349091019	33931E_Pfluorescens55_05449	ilvA_2	L-threonine dehydratase biosynthetic IlvA
33931E_Pfluorescens55_02885	1	3163895	3165310	-	1416	684	730	333	401	367	543	419	528	292	194.3181818	257.95053	190.2857143	141.1971831	101.3812155	182.2147651	168.9516129	264	114.0625	-0.232240605	-0.597058111	33931E_Pfluorescens55_02885	oprM_3	Outer membrane protein OprM
33931E_Pfluorescens55_05533	1	6008570	6009805	+	1236	1291	1096	497	1203	1171	804	833	823	349	366.7613636	387.2791519	284	423.5915493	323.480663	269.7986577	335.8870968	411.5	136.328125	-0.232209315	-0.029726268	33931E_Pfluorescens55_05533		hypothetical protein
33931E_Pfluorescens55_00277	1	302517	304175	-	1659	2562	1693	1417	1920	2857	3182	2287	1061	938	727.8409091	598.2332155	809.7142857	676.056338	789.2265193	1067.785235	922.1774194	530.5	366.40625	-0.231556827	0.246117131	33931E_Pfluorescens55_00277		hypothetical protein
33931E_Pfluorescens55_00642	1	733800	735239	-	1440	1197	580	216	566	869	738	564	478	264	340.0568182	204.9469965	123.4285714	199.2957746	240.0552486	247.6510067	227.4193548	239	103.125	-0.230973435	0.039532727	33931E_Pfluorescens55_00642	tolC_1	Outer membrane protein TolC
33931E_Pfluorescens55_02870	1	3148195	3149007	+	813	414	318	301	205	662	544	406	292	84	117.6136364	112.3674912	172	72.18309859	182.8729282	182.5503356	163.7096774	146	32.8125	-0.230930369	0.122505943	33931E_Pfluorescens55_02870		hypothetical protein
33931E_Pfluorescens55_04220	1	4613759	4614706	+	948	601	1116	616	580	924	946	681	297	918	170.7386364	394.3462898	352	204.2253521	255.2486188	317.4496644	274.5967742	148.5	358.59375	-0.230457791	-0.239282538	33931E_Pfluorescens55_04220	ccoP1	Cbb3-type cytochrome c oxidase subunit CcoP1
33931E_Pfluorescens55_00983	1	1109807	1110103	-	297	454	475	276	284	797	327	350	227	340	128.9772727	167.844523	157.7142857	100	220.1657459	109.7315436	141.1290323	113.5	132.8125	-0.230416208	-0.080402807	33931E_Pfluorescens55_00983		hypothetical protein
33931E_Pfluorescens55_03691	1	4044907	4045968	-	1062	257	133	88	259	312	289	92	24	246	73.01136364	46.99646643	50.28571429	91.1971831	86.1878453	96.97986577	37.09677419	12	96.09375	-0.230076446	0.688072151	33931E_Pfluorescens55_03691		hypothetical protein
33931E_Pfluorescens55_04746	1	5180881	5181864	-	984	865	982	297	658	341	833	529	408	596	245.7386364	346.9964664	169.7142857	231.6901408	94.19889503	279.5302013	213.3064516	204	232.8125	-0.229937864	-0.332707057	33931E_Pfluorescens55_04746	rodZ	Cytoskeleton protein RodZ
33931E_Pfluorescens55_05263	1	5727142	5729571	+	2430	2482	2339	1297	1546	2508	2477	1546	1571	1355	705.1136364	826.5017668	741.1428571	544.3661972	692.8176796	831.2080537	623.3870968	785.5	529.296875	-0.229738724	-0.13593466	33931E_Pfluorescens55_05263	fhuA_9	Ferrichrome outer membrane transporter/phage receptor
33931E_Pfluorescens55_01265	1	1404820	1406283	-	1464	895	790	337	535	724	928	482	480	473	254.2613636	279.1519435	192.5714286	188.3802817	200	311.409396	194.3548387	240	184.765625	-0.22971907	-0.053017831	33931E_Pfluorescens55_01265	rhlB_2	ATP-dependent RNA helicase RhlB
33931E_Pfluorescens55_03965	1	4326053	4326346	-	294	310	218	205	345	274	145	284	204	62	88.06818182	77.03180212	117.1428571	121.4788732	75.69060773	48.65771812	114.516129	102	24.21875	-0.229491806	-0.19929244	33931E_Pfluorescens55_03965	bolA	DNA-binding transcriptional regulator BolA
33931E_Pfluorescens55_01506	1	1671170	1674235	+	3066	1734	1977	1272	1507	2754	2344	1210	1181	1429	492.6136364	698.5865724	726.8571429	530.6338028	760.7734807	786.5771812	487.9032258	590.5	558.203125	-0.228938504	0.11553901	33931E_Pfluorescens55_01506	acrF	Multidrug export protein AcrF
33931E_Pfluorescens55_03121	1	3416822	3417709	+	888	65	125	165	193	306	178	206	47	70	18.46590909	44.16961131	94.28571429	67.95774648	84.53038674	59.73154362	83.06451613	23.5	27.34375	-0.228795571	0.435517836	33931E_Pfluorescens55_03121		hypothetical protein
33931E_Pfluorescens55_05461	1	5933710	5934636	-	927	826	428	455	772	517	793	334	370	593	234.6590909	151.2367491	260	271.8309859	142.8176796	266.1073826	134.6774194	185	231.640625	-0.228416708	0.075836366	33931E_Pfluorescens55_05461		Monoacylglycerol lipase
